2026-05-03T00:25:00Z	pr_backlog	pass	PR-Backlog: created mission/kpi/acceptance/tasks/depends_on/provides/files for b.user-docs-generator; status: idea; closes the end-user tutorial gap (Atlas writes UI → Atlas writes its own user manual); 3-4 PR breakdown
2026-05-03T20:30:00Z	pr_1_block_introspection	pass	T1.1-T1.5 done: scripts/introspect_block_ui.mjs is a brace-aware regex parser (no esprima/babel dep) that reads atlas/blocks/<id>/files.md alive entries with .jsx/.tsx/.js/.ts/.html/.htm extensions, scans each, and emits {buttons, inputs, textareas, forms, links, routes, fetches} with file+line metadata. findOpeningTagEnd walks character-by-character respecting `{...}` nesting and string literals — critical because JSX `onClick={()=>fn(...)}` contains `=>` which has `>` and breaks the naive `[^>]*` pattern. cleanLabel strips nested tags + JSX expressions to produce readable button text. tests/introspect_block_ui.selftest.mjs 7 groups green incl. real-block test on b.llm-gateway proving clean labels with no `{`/`}`/`=>` leakage. tests/fixtures/jsx/synthetic_panel.jsx covers every shape. MCP tool introspect_block_ui live. Wired into nightly. Smoke runs: b.ui-control 24 files / 136 buttons; b.llm-gateway 1 file / 5 buttons / 2 fetches.
2026-05-03T22:00:00Z	pr_2_llm_tutorial_writer	pass	T2.1-T2.6 done: scripts/generate_user_docs.mjs orchestrates introspect → compactIntrospection (trim file/line + handler bodies, only labels and structured fields go to LLM) → buildPrompt with hard rules (forbid module/component/endpoint/state/import/etc. in user-facing sections, cite real labels, lang ru/en) → callLLM with USER_TUTORIAL_SCHEMA {title, oneliner, steps[{action,target,expected}], troubleshooting[{problem,fix}], under_the_hood} → detectJargon post-validate → render markdown with AUTOGENERATED marker + 5-line frontmatter (block_id/hash/generated_at/lang) + Шаги/Troubleshooting/Под капотом sections + sources trailer. Idempotency via SHA256 hash over {mission, introspection} stored in _meta/<block>.json. Locked flag preserves manual edits. Cost cap $0.03/run (LLM_MAX_USD_PER_RUN). MCP tool generate_user_docs. tests/user_docs.smoke.mjs 5 groups (first gen creates md+meta; idempotent re-run preserves mtime; meta hash mismatch triggers regen; locked:true keeps manual edits + warning; seeded mock fixture renders real Нажми Accept / Нажми Reject steps citing introspection). Wired into nightly.
2026-05-03T23:00:00Z	pr_3_screenshots	pass	T3.1-T3.4 done: scripts/take_screenshots.mjs detectPlaywright() (looks for playwright.config.{js,ts,mjs,cjs} + node_modules/@playwright/test) returns {available, reason}; never fails. tryCapture(blockId, introspection) skips with "no routes" (benign) when block has no <Route>; skips with "playwright unavailable" when missing; on availability spawns npx playwright test with --grep block_id + env ATLAS_USER_DOCS_BLOCK. tests/playwright/user_docs_screenshots.spec.ts is a template that reads _manifest.json and captures PNGs (only runs when Playwright installed; skips parametric routes). cleanupOrphanScreenshots(activeBlockIds) walks _screenshots/, removes PNGs for blocks no longer in graph.json (across atlas + projects), prunes _manifest.json entries. generate_user_docs.mjs now invokes tryCapture after LLM write; on captured splices `## Что ты увидишь / ## Screenshots` section with ![alt](./_screenshots/<block>__<slug>.png); meta carries screenshots:{status,reason} + screenshot_files. tests/screenshots_integration.selftest.mjs 7 groups (detect skip; slugify edge cases; expectedScreenshots; tryCapture both skip reasons; cleanup removes orphans + prunes manifest; e2e route-less block has no false-positive warning). MCP tools detect_playwright + cleanup_orphan_screenshots. T5.5 of b.acceptance-verifier-loop (Playwright smoke screenshots) is now unblocked — same infrastructure can be reused.
2026-05-04T00:00:00Z	pr_4_auto_regen_ui_safety	pass	T4.1-T4.7 done: scripts/regenerate_user_docs_drift.mjs nightly walks user-facing blocks (layer in {user,front} OR user_facing:true; checks atlas + projects/* graphs); three-way logic — no meta → seed via generateUserDocs; hash matches → skip; drift + unlocked → regen; drift + locked → write user_docs_locked proposal (dedup). Writes _drift_summary.json. log_transition.mjs spawn detached generate_user_docs on →done for user-facing blocks; ATLAS_SKIP_USER_DOCS=1 to skip. check_user_docs_locked.mjs pre-commit guard reads git diff and exits 1 on manual edits to unlocked .md (wire via .git/hooks/pre-commit). bootstrap exposes userDocsByBlock; ArchInspector UserDocsLink shows blue panel with file path + hash + locked badge + relative-time + 🔁 Regenerate / 🔒 Lock /Unlock buttons. ProposalsPanel renders kind=user_docs_locked amber card with hash diff + 🔓 Unlock+regen button. atlas_api endpoints /user-docs/{regenerate,lock,unlock-and-regen}. MCP tools list_user_docs/read_user_docs/lock_user_docs/regenerate_user_docs_drift. tests/user_docs_drift.selftest.mjs 5 groups green (seed; idempotent; drift unlocked→refresh; drift locked→proposal+dedup; list/read/lock). b.user-docs-generator закрыт целиком (PR-1..PR-4).
2026-05-05T20:20:05.614Z	design_patch	pass	atlas/blocks/b.user-docs-generator/user_story.md
2026-06-05T22:03:02.444Z	acceptance_verifier	fail	verdict=fail pass=7 fail=1 skipped=0 fails=[A1:node tests/introspect_block_ui.selftest.mjs → exit 1; stderr]
2026-06-05T22:10:13.911Z	acceptance_verifier	fail	verdict=fail pass=7 fail=1 skipped=0 fails=[A1:node tests/introspect_block_ui.selftest.mjs → exit 1; stderr]
2026-06-09T18:05:38.153Z	acceptance_verifier	pass	verdict=pass pass=8 fail=0 skipped=0
2026-06-09T18:06:03.748Z	transition	pass	idea->wip	actor=operator-audit	note=R-7.98: stale status_reason — introspect selftest green (7 groups), verifier 8/8 pass; walking gates honestly
2026-06-09T18:06:03.797Z	transition	pass	wip->review	actor=operator-audit	note=R-7.98: stale status_reason — introspect selftest green (7 groups), verifier 8/8 pass; walking gates honestly
